feature_name,importance
2_framed_CCG,0
DPC_PG,0
2_framed_CCA,0
2_framed_ATC,0
DPC_MF,0
2_framed_AGA,0
DPC_PE,0
DPC_PD,0
DPC_NV,0
DPC_RC,0
1_framed_TGT,0
1_framed_TCT,0
DPC_MM,0
DPC_NP,0
DPC_NN,0
DPC_NM,0
DPC_MN,0
1_framed_CGT,0
DPC_MP,0
DPC_MW,0
DPC_NE,0
DPC_PL,0
DPC_PM,0
2_framed_GCT,0
DPC_LT,0
DPC_QW,0
DPC_QV,0
3_framed_GGG,0
3_framed_GGC,0
DPC_TE,0
DPC_KW,0
3_framed_CCG,0
DPC_QN,0
DPC_QM,0
DPC_QL,0
CTDD_186,0
CTDD_187,0
CTDD_188,0
CTDD_189,0
CTDD_190,0
DPC_LG,0
DPC_QG,0
DPC_QE,0
DPC_QA,0
DPC_PY,0
DPC_PW,0
DPC_LM,0
DPC_LR,0
DPC_TD,0
DPC_FD,0
2_framed_TDE.CAT,0
DPC_YK,0
DPC_DH,0
DPC_YQ,0
DPC_YP,0
DPC_DD,0
DPC_DA,0
DPC_CY,0
DPC_CW,0
DPC_GP,0
DPC_GQ,0
DPC_YL,0
DPC_CP,0
DPC_CM,0
DPC_DK,0
DPC_CL,0
DPC_CI,0
DPC_CH,0
DPC_CG,0
DPC_GS,0
DPC_YH,0
DPC_CC,0
DPC_AY,0
DPC_AW,0
DPC_AV,0
DPC_YG,0
DPC_DI,0
DPC_DL,0
DPC_TF,0
DPC_GC,0
DPC_EW,0
DPC_EV,0
DPC_FF,0
CTDC_25,0
DPC_FG,0
DPC_FM,0
CTDC_30,0
DPC_EL,0
DPC_EK,0
DPC_FR,0
DPC_FT,0
DPC_EE,0
DPC_DM,0
CTDC_38,0
DPC_ED,0
DPC_EC,0
DPC_ND,0
DPC_DW,0
DPC_GG,0
DPC_DV,0
DPC_DS,0
DPC_GL,0
DPC_YW,0
DPC_GM,0
DPC_YE,0
DPC_YD,0
DPC_YC,0
DPC_TP,0
DPC_VK,0
DPC_HF,0
DPC_HL,0
3_framed_TDE.ACC,0
DPC_HN,0
DPC_HP,0
DPC_TW,0
DPC_TV,0
DPC_HQ,0
DPC_TR,0
DPC_TQ,0
2_framed_TDE.GCT,0
DPC_AP,0
DPC_HS,0
DPC_TM,0
2_framed_TDE.GCA,0
DPC_FA,0
2_framed_TDE.GAA,0
2_framed_TDE.CGT,0
2_framed_TDE.CGG,0
2_framed_TDE.CGA,0
DPC_HV,0
2_framed_TDE.CCG,0
DPC_HW,0
DPC_VM,0
DPC_VN,0
DPC_VQ,0
3_framed_TDE.CGT,0
DPC_WY,0
DPC_WW,0
DPC_WV,0
DPC_AE,0
DPC_AD,0
DPC_GW,0
DPC_WQ,0
3_framed_TDE.TTA,0
DPC_WP,0
3_framed_TDE.TGC,0
DPC_WN,0
DPC_WM,0
DPC_HA,0
DPC_WI,0
DPC_WG,0
3_framed_TDE.GGG,0
DPC_WF,0
DPC_WE,0
DPC_WD,0
DPC_WC,0
3_framed_TDE.GCG,0
DPC_VT,0
DPC_VR,0
DPC_TL,0
